metodo,dataset,tn,fp,fn,tp,accuracy,precision,recall,f1,roc_auc,mcc,time_fs,model
rfg,defensedroid_apicalls_degree,2808,317,607,2287,0.846486127263665,0.8782642089093702,0.7902557014512785,0.831938886867952,0.8444078507256393,0.6946426879051115,362.3123826980591,knn
rfg,defensedroid_apicalls_katz,2987,310,575,2467,0.8603880738286797,0.8883687432481094,0.8109796186719264,0.84791201237326,0.8584773737884959,0.7219313905327123,366.29322147369385,svm
rfg,defensedroid_apicalls_katz,3024,273,463,2579,0.8838933585739076,0.9042776998597476,0.8477975016436555,0.8751272480488632,0.8824974769364774,0.7682399977499215,366.29322147369385,rf
rfg,defensedroid_apicalls_katz,2959,338,553,2489,0.8594415522953147,0.8804386275203396,0.8182117028270874,0.8481853808144488,0.8578471313650148,0.7193271564286687,366.29322147369385,knn
rfg,defensedroid_prs,1988,376,332,4071,0.8953746120880745,0.915448617045199,0.9245968657733364,0.92,0.8827722061523197,0.7689372720331935,97.5332009792328,svm
rfg,defensedroid_prs,1944,420,306,4097,0.8927146445987882,0.907017932255922,0.9305019305019304,0.918609865470852,0.8764184779413207,0.7618732132385786,97.5332009792328,rf
rfg,defensedroid_prs,1954,410,320,4083,0.8921235407122802,0.9087469396839528,0.9273222802634568,0.9179406474820144,0.876943712043742,0.760923747454788,97.5332009792328,knn
rfg,drebin_215,3749,77,177,922,0.9484263959390864,0.9229229229229228,0.8389444949954504,0.8789323164918971,0.9094095187993458,0.8478155324035843,55.99984097480774,svm
rfg,drebin_215,3759,67,159,940,0.9541116751269036,0.9334657398212513,0.8553230209281165,0.8926875593542261,0.9189056296485852,0.8649093070862824,55.99984097480774,rf
rfg,drebin_215,3721,105,193,906,0.939492385786802,0.8961424332344213,0.824385805277525,0.8587677725118483,0.898470999868245,0.821508489547647,55.99984097480774,knn
rfg,kronodroid_real_device,15822,1086,5696,8859,0.7844452213711344,0.8907993966817497,0.6086568189625559,0.7231836734693877,0.7722134343215903,0.5838327184989333,602.932532787323,svm
rfg,kronodroid_real_device,15714,1194,5598,8957,0.7841273877252646,0.8823761205792533,0.615389900377877,0.7250870233951267,0.7723862205934807,0.5810330498944453,602.932532787323,rf
rfg,kronodroid_real_device,11147,5761,4075,10480,0.6873788259225122,0.6452804630256758,0.7200274819649605,0.6806078711520976,0.689650599274413,0.3784375284855223,602.932532787323,knn
rfg,mh_100k,18714,4754,128,7309,0.8420320336515127,0.6059023460167454,0.982788758908162,0.7496410256410256,0.8901075207528708,0.6836913504244014,800.6824026107788,svm
rfg,mh_100k,18989,4479,1390,6047,0.8100954538100631,0.5744822344670341,0.8130966787683206,0.6732728386127039,0.8111205227828308,0.5612708256590417,800.6824026107788,rf
rfg,mh_100k,19630,3838,2230,5207,0.8036563662837729,0.5756771697070204,0.700147909103133,0.6318407960199005,0.7683030324448682,0.504153913794053,800.6824026107788,knn
semidroid,adroit,990,2,132,1,0.8808888888888889,0.3333333333333333,0.0075187969924812,0.0147058823529411,0.5027513339801116,0.0344506887043639,14.530288696289062,svm
semidroid,adroit,972,20,117,16,0.8782222222222222,0.4444444444444444,0.1203007518796992,0.1893491124260355,0.5500697307785593,0.183705313566995,14.530288696289062,rf
semidroid,adroit,769,223,97,36,0.7155555555555555,0.138996138996139,0.2706766917293233,0.1836734693877551,0.5229391523162745,0.0351868337693355,14.530288696289062,knn
semidroid,androcrawl,13809,41,866,2383,0.9469559623369788,0.983085808580858,0.7334564481378886,0.8401198660320818,0.8652480796646121,0.8216035679457253,36.07180118560791,svm
semidroid,androcrawl,13596,254,708,2541,0.9437393999649102,0.90912343470483,0.7820867959372114,0.8408338848444739,0.8818737228783531,0.8102701805443122,36.07180118560791,rf
semidroid,androcrawl,13588,262,772,2477,0.9395286274051114,0.9043446513326032,0.7623884272083719,0.8273213092852372,0.8717357298496733,0.7952264337733798,36.07180118560791,knn
semidroid,android_permissions,251,725,194,1249,0.6200909466721786,0.632725430597771,0.8655578655578655,0.7310506292069067,0.5613649983527033,0.155401503866733,16.57572364807129,svm
semidroid,android_permissions,347,629,368,1075,0.5878462174452252,0.630868544600939,0.7449757449757449,0.6831903400063553,0.5502542659304954,0.1080620463700709,16.57572364807129,rf
semidroid,android_permissions,333,643,419,1024,0.5609756097560976,0.6142771445710857,0.7096327096327096,0.6585209003215434,0.5254106171114368,0.0538674679708466,16.57572364807129,knn
semidroid,defensedroid_apicalls_closeness,2890,240,558,2341,0.867639741250622,0.9070127857419604,0.807519834425664,0.8543795620437956,0.8654212590658671,0.7379763614597676,153.90124464035034,svm
semidroid,defensedroid_apicalls_closeness,2905,225,400,2499,0.8963343838115774,0.9174008810572688,0.8620213866850638,0.888849368664414,0.8950682013297524,0.7932481423202286,153.90124464035034,rf
semidroid,defensedroid_apicalls_closeness,2805,325,490,2409,0.8648200364902969,0.8811265544989028,0.8309761986892031,0.8553168826557784,0.8635711664372533,0.7297745958170585,153.90124464035034,knn
semidroid,defensedroid_apicalls_degree,2824,301,570,2324,0.8552915766738661,0.8853333333333333,0.8030407740152039,0.8421815546294619,0.853360387007602,0.7120353558989239,153.09869599342346,svm
semidroid,defensedroid_apicalls_degree,2900,225,397,2497,0.89666057484632,0.917340191036003,0.8628196268140982,0.8892450142450142,0.8954098134070491,0.7938677863606555,153.09869599342346,rf
semidroid,defensedroid_apicalls_degree,2720,405,511,2383,0.8478152517029407,0.8547345767575323,0.8234277816171389,0.8387891587469201,0.8469138908085695,0.6952021330851432,153.09869599342346,knn
semidroid,defensedroid_apicalls_katz,3100,197,544,2498,0.8831045906294368,0.9269016697588126,0.8211702827087443,0.8708384172912672,0.8807094968290462,0.7694744708336528,162.26846837997437,svm
semidroid,defensedroid_apicalls_katz,3079,218,422,2620,0.8990377031077457,0.923185341789993,0.8612754766600921,0.891156462585034,0.8975773804289238,0.7988927704470047,162.26846837997437,rf
semidroid,defensedroid_apicalls_katz,2905,392,466,2576,0.8646474207288216,0.8679245283018868,0.8468113083497699,0.8572379367720466,0.863957671160023,0.7288004413992127,162.26846837997437,knn
semidroid,defensedroid_prs,2083,281,296,4107,0.9147332643712132,0.9359617137648132,0.9327731092436976,0.9343646911614152,0.9069533904932532,0.8127223725611985,153.12480521202087,svm
semidroid,defensedroid_prs,2086,278,318,4085,0.9119255209103,0.9362823745129498,0.92777651601181,0.9320100387862196,0.9050896116438067,0.8070851236138884,153.12480521202087,rf
semidroid,defensedroid_prs,2074,290,384,4019,0.9003989951233929,0.9326990020886516,0.912786736316148,0.922635445362718,0.8950566507299861,0.7832641794477704,153.12480521202087,knn
semidroid,drebin_215,3767,59,138,961,0.96,0.942156862745098,0.8744313011828936,0.9070316186880604,0.9295052480822988,0.8825903903483233,39.70838451385498,svm
semidroid,drebin_215,3763,63,145,954,0.957766497461929,0.9380530973451328,0.8680618744313012,0.9017013232514176,0.92579779555334,0.8759251161314184,39.70838451385498,rf
semidroid,drebin_215,3712,114,170,929,0.9423350253807108,0.8906999041227229,0.8453139217470428,0.8674136321195145,0.907758895008388,0.8310647246753007,39.70838451385498,knn
semidroid,kronodroid_real_device,16082,826,1190,13365,0.935924736992658,0.941794094848848,0.9182411542425284,0.9298685034439574,0.9346942700476896,0.8711407328625117,288.4055092334748,svm
semidroid,kronodroid_real_device,16113,795,991,13564,0.9432349108476624,0.9446340274392367,0.9319134318103744,0.938230614927025,0.9424471346418798,0.8857938594780721,288.4055092334748,rf
semidroid,kronodroid_real_device,16129,779,1499,13056,0.9275974954708706,0.9436935308998916,0.8970113363105462,0.9197604790419162,0.925469235697265,0.8547897004248739,288.4055092334748,knn
semidroid,mh_100k,18712,4756,129,7308,0.8419349619802621,0.6057692307692307,0.982654296087132,0.7495000256397107,0.889997678127084,0.6834886523491992,601.6390442848206,svm
semidroid,mh_100k,19323,4145,2000,5437,0.8011648600550073,0.5674180755583386,0.7310743579400296,0.6389329572830366,0.7772254353190859,0.5124455941705429,601.6390442848206,rf
semidroid,mh_100k,19593,3875,2449,4988,0.795372917003721,0.5627891233216744,0.6707005512975662,0.6120245398773007,0.7527910460595553,0.4778732708125215,601.6390442848206,knn
sigapi,adroit,992,0,133,0,0.8817777777777778,0.0,0.0,0.0,0.5,0.0,2.7486374378204346,svm
sigapi,adroit,991,1,133,0,0.8808888888888889,0.0,0.0,0.0,0.4994959677419355,-0.0109216141379494,2.7486374378204346,rf
sigapi,adroit,990,2,132,1,0.8808888888888889,0.3333333333333333,0.0075187969924812,0.0147058823529411,0.5027513339801116,0.0344506887043639,2.7486374378204346,knn
sigapi,androcrawl,13772,78,840,2409,0.946312649862565,0.9686369119420988,0.7414589104339797,0.8399581589958159,0.8679135707404556,0.8188094023523902,12.838122129440308,svm
sigapi,androcrawl,13771,79,842,2407,0.9461372010059068,0.9682220434432824,0.7408433364112035,0.8394071490845685,0.867569682646035,0.8181805800532097,12.838122129440308,rf
sigapi,androcrawl,13759,91,922,2327,0.9407567694017194,0.9623655913978496,0.7162203755001539,0.8212458090700547,0.8548249891941203,0.7989837906197723,12.838122129440308,knn
